Індекс;Назва вулиці;Номер будинку
79056;Металістів вул.;3
79056;Металістів вул.; 3а
79044;Метеорологічна вул.;2
79044;Метеорологічна вул.;4
79044;Метеорологічна вул.;6
79044;Метеорологічна вул.;8
79044;Метеорологічна вул.;10
79044;Метеорологічна вул.;12
79044;Метеорологічна вул.;14
79024;Механічна вул.;1
79024;Механічна вул.;2
79024;Механічна вул.;3
79024;Механічна вул.;4
79024;Механічна вул.;5
79014;Мечнікова вул.;3
79014;Мечнікова вул.;5
79014;Мечнікова вул.;7
79014;Мечнікова вул.;9
79014;Мечнікова вул.;11
79014;Мечнікова вул.;13
79014;Мечнікова вул.;15
79014;Мечнікова вул.;17
79014;Мечнікова вул.;19
79014;Мечнікова вул.;21
79014;Мечнікова вул.;23
79014;Мечнікова вул.;25
79014;Мечнікова вул.;27
79014;Мечнікова вул.;8
79014;Мечнікова вул.;10
79014;Мечнікова вул.;12
79017;Мечнікова вул.;16
79017;Мечнікова вул.;18
79017;Мечнікова вул.;39
79017;Мечнікова вул.;40
79017;Мечнікова вул.;41
79017;Мечнікова вул.;42
79017;Мечнікова вул.;43
79017;Мечнікова вул.;44
79017;Мечнікова вул.;45
79024;Мешлинського вул.;1
79024;Мешлинського вул.;2
79024;Мешлинського вул.;3
79024;Мешлинського вул.;4
79024;Мешлинського вул.;5
79024;Мешлинського вул.;6
79024;Мешлинського вул.;7
79024;Мешлинського вул.;8
79024;Мешлинського вул.;9
79024;Мешлинського вул.;10
79024;Мешлинського вул.;11
79069;Микитки вул.;1
79069;Микитки вул.;2
79069;Микитки вул.;3
79069;Микитки вул.;4
79069;Микитки вул.;5
79069;Микитки вул.;6
79069;Микитки вул.;7
79069;Микитки вул.;8
79069;Микитки вул.;9
79069;Микитки вул.;10
79069;Микитки вул.;11
79059;Миколайчука вул.;2
79059;Миколайчука вул.;4
79059;Миколайчука вул.;6
79059;Миколайчука вул.;8
79059;Миколайчука вул.;10
79059;Миколайчука вул.;12
79059;Миколайчука вул.;14
79059;Миколайчука вул.;16
79059;Миколайчука вул.;18
79059;Миколайчука вул.;20
79059;Миколайчука вул.;22
79059;Миколайчука вул.;24
79059;Миколайчука вул.;26
79059;Миколайчука вул.;28
79059;Миколайчука вул.;30
79059;Миколайчука вул.;32
79059;Миколайчука вул.;34
79059;Миколайчука вул.;36
79059;Миколайчука вул.;38
79059;Миколайчука вул.;40
79059;Миколайчука вул.;1
79059;Миколайчука вул.;3
79059;Миколайчука вул.;5
79059;Миколайчука вул.;7
79059;Миколайчука вул.; 1а
79059;Миколайчука вул.; 1б
79059;Миколайчука вул.;9
79059;Миколайчука вул.;11
79057;Мила вул.;4
79057;Мила вул.;6
79057;Мила вул.;7
79057;Мила вул.;10
79057;Мила вул.;12
79057;Мила вул.;14
79057;Мила вул.;33
79057;Мила вул.;35
79057;Мила вул.;37
79014;Милорадовича вул.;1
79014;Милорадовича вул.;2
79014;Милорадовича вул.;3
79014;Милорадовича вул.;4
79014;Милорадовича вул.;5
79014;Милорадовича вул.;6
79014;Милорадовича вул.;7
79014;Милорадовича вул.;8
79014;Милорадовича вул.;9
79014;Милорадовича вул.;10
79014;Милорадовича вул.;11
79024;Милятинська вул.;1
79024;Милятинська вул.;2
79024;Милятинська вул.;3
79024;Милятинська вул.;4
79024;Милятинська вул.;5
79024;Милятинська вул.;6
79024;Милятинська вул.;7
79024;Милятинська вул.;8
79024;Милятинська вул.;9
79024;Миргородська вул.;1
79024;Миргородська вул.;2
79024;Миргородська вул.;3
79024;Миргородська вул.;4
79024;Миргородська вул.;5
79024;Миргородська вул.;6
79024;Миргородська вул.;7
79024;Миргородська вул.;8
79024;Миргородська вул.;9
79024;Миргородська вул.;10
79024;Миргородська вул.;11
79024;Миргородська вул.;12
79024;Миргородська вул.;13
79024;Миргородська вул.;14
79024;Миргородська вул.;15
79024;Миргородська вул.;16
79024;Миргородська вул.;17
79024;Миргородська вул.;18
79024;Миргородська вул.;19
79024;Миргородська вул.;20
79024;Миргородська вул.;21
79024;Миргородська вул.;22
79024;Миргородська вул.;23
79024;Миргородська вул.;24
79024;Миргородська вул.;25
79024;Миргородська вул.;26
79052;Мирна вул.;1
79052;Мирна вул.;2
79052;Мирна вул.;3
79052;Мирна вул.;4
79052;Мирна вул.;5
79054;Мисливська вул.;15
79054;Мисливська вул.;27
79054;Мисливська вул.;29
79005;Михайла Павлика вул.;3
79005;Михайла Павлика вул.;5
79007;Михальчука вул.;1
79007;Михальчука вул.;2
79007;Михальчука вул.;3
79007;Михальчука вул.;4
79007;Михальчука вул.;5
79007;Михальчука вул.;6
79007;Михальчука вул.;7
79007;Михальчука вул.;8
79007;Михальчука вул.;9
79007;Михальчука вул.;10
79007;Михальчука вул.;11
79007;Михальчука вул.;12
79007;Михальчука вул.;13
79007;Михальчука вул.;14
79034;Мишуги вул.;1
79034;Мишуги вул.;3
79034;Мишуги вул.; 3а
79034;Мишуги вул.;5
79034;Мишуги вул.; 5а
79034;Мишуги вул.;7
79034;Мишуги вул.;9
79034;Мишуги вул.;11
79034;Мишуги вул.;13
79034;Мишуги вул.; 13а
79034;Мишуги вул.;14
79034;Мишуги вул.;15
79034;Мишуги вул.; 15а
79034;Мишуги вул.;16
79034;Мишуги вул.; 16а
79034;Мишуги вул.;20
79034;Мишуги вул.;22
79034;Мишуги вул.;24
79034;Мишуги вул.;26
79034;Мишуги вул.;28
79034;Мишуги вул.;30
79034;Мишуги вул.;32
79034;Мишуги вул.;36
79034;Мишуги вул.;38
79034;Мишуги вул.; 38а
79034;Мишуги вул.;40
79034;Мишуги вул.;43
79034;Мишуги вул.;45
79034;Мишуги вул.;46
79034;Мишуги вул.;52
79034;Мишуги вул.;54
79034;Мишуги вул.;56
79034;Мишуги вул.;58
79037;Мідна вул.;8
79037;Мідна вул.;10
79037;Мідна вул.;5
79037;Мідна вул.;7
79014;Міжгірна вул.;8
79014;Міжгірна вул.;11
79014;Міжгірна вул.;13
79014;Міжгірна вул.;23
79014;Міжгірна вул.;25
79014;Міжгірна вул.; 25а
79014;Міжгірна вул.;27
79014;Міжгірна вул.;29
79014;Міжгірна вул.;30
79014;Міжгірна вул.;31
79014;Міжгірна вул.;32
79014;Міжгірна вул.;33
79014;Міжгірна вул.;36
79014;Міжгірна вул.;37
79014;Міжгірна вул.;38
79014;Міжгірна вул.;39
79014;Міжгірна вул.;40
79014;Міжгірна вул.;42
79014;Міжгірна вул.; 42а
79014;Міжгірна вул.;44
79014;Міжгірна вул.; 44а
79014;Міжгірна вул.;46
79014;Міжгірна вул.;47
79014;Міжгірна вул.;48
79068;Міртова вул.;1
79068;Міртова вул.;2
79068;Міртова вул.;3
79068;Міртова вул.;4
79068;Міртова вул.;5
79068;Міртова вул.;6
79068;Міртова вул.;7
79068;Міртова вул.;8
79068;Міртова вул.;9
79018;Міхновських вул.;1
79018;Міхновських вул.;2
79018;Міхновських вул.;3
79018;Міхновських вул.;4
79018;Міхновських вул.;5
79018;Міхновських вул.;6
79018;Міхновських вул.;7
79018;Міхновських вул.;8
79018;Міхновських вул.;9
79018;Міхновських вул.;10
79018;Міхновських вул.;11
79018;Міхновських вул.;12
79018;Міхновських вул.;13
79018;Міхновських вул.;14
79018;Міхновських вул.;15
79018;Міхновських вул.;16
79018;Міхновських вул.;17
79018;Міхновських вул.;18
79018;Міхновських вул.;19
79018;Міхновських вул.;20
79018;Міхновських вул.;21
79018;Міхновських вул.;22
79018;Міхновських вул.;23
79018;Міхновських вул.;24
79018;Міхновських вул.;25
79018;Міхновських вул.;26
79018;Міхновських вул.;27
79018;Міхновських вул.;28
79018;Міхновських вул.;29
79018;Міхновських вул.;30
79018;Міхновських вул.;31
79018;Міхновських вул.;32
79018;Міхновських вул.;33
79000;Міцкевича пл.;1
79000;Міцкевича пл.;2
79000;Міцкевича пл.;3
79000;Міцкевича пл.;4
79000;Міцкевича пл.;5
79000;Міцкевича пл.;6
79000;Міцкевича пл.;7
79000;Міцкевича пл.;8
79000;Міцкевича пл.;9
79000;Міцкевича пл.;10
79000;Міцкевича пл.;11
79000;Міцкевича пл.;12
79020;Млинова вул.;6
79020;Млинова вул.; 6а
79020;Млинова вул.; 8б
79020;Млинова вул.;1
79020;Млинова вул.;3
79020;Млинова вул.;5
79053;Молдавська вул.;43
79053;Молдавська вул.;45
79053;Молдавська вул.;47
79053;Молдавська вул.;49
79053;Молдавська вул.;51
79053;Молдавська вул.;53
79053;Молдавська вул.;55
79053;Молдавська вул.;57
79053;Молдавська вул.;59
79053;Молдавська вул.;61
79053;Молдавська вул.;86
79053;Молдавська вул.;1
79053;Молдавська вул.;2
79053;Молдавська вул.;3
79053;Молдавська вул.;4
79053;Молдавська вул.;5
79053;Молдавська вул.;6
79053;Молдавська вул.;7
79053;Молдавська вул.;8
79053;Молдавська вул.;9
79053;Молдавська вул.;10
79053;Молдавська вул.;11
79053;Молдавська вул.;12
79053;Молдавська вул.;13
79053;Молдавська вул.;14
79053;Молдавська вул.;15
79053;Молдавська вул.;16
79053;Молдавська вул.;17
79053;Молдавська вул.;18
79053;Молдавська вул.;19
79053;Молдавська вул.;20
79053;Молдавська вул.;21
79053;Молдавська вул.;22
79053;Молдавська вул.;23
79053;Молдавська вул.;24
79053;Молдавська вул.;25
79053;Молдавська вул.;26
79053;Молдавська вул.;27
79053;Молдавська вул.;28
79053;Молдавська вул.;29
79053;Молдавська вул.;30
79053;Молдавська вул.;31
79053;Молдавська вул.;32
79053;Молдавська вул.;33
79053;Молдавська вул.;34
79053;Молдавська вул.;35
79053;Молдавська вул.;36
79053;Молдавська вул.;37
79053;Молдавська вул.;38
79053;Молдавська вул.;39
79053;Молдавська вул.;40
79053;Молдавська вул.;76
79020;Молодіжна вул.;3
79020;Молодіжна вул.;5
79020;Молодіжна вул.;7
79020;Молодіжна вул.;9
79020;Молодіжна вул.;11
79020;Молодіжна вул.; 11а
79020;Молодіжна вул.; 11б
79020;Молодіжна вул.;13
79020;Молодіжна вул.;15
79020;Молодіжна вул.;17
79020;Молодіжна вул.;19
79020;Молодіжна вул.;21
79020;Молодіжна вул.;23
79020;Молодіжна вул.;27
79020;Молодіжна вул.;29
79020;Молодіжна вул.;2
79020;Молодіжна вул.;4
79020;Молодіжна вул.;6
79020;Молодіжна вул.;8
79020;Молодіжна вул.;10
79020;Молодіжна вул.;12
79020;Молодіжна вул.;14
79020;Молодіжна вул.;16
79020;Молодіжна вул.;18
79020;Молодіжна вул.;20
79020;Молодіжна вул.;22
79020;Молодіжна вул.;24
79020;Молодіжна вул.;28
79024;Молочна вул.;1
79024;Молочна вул.;2
79024;Молочна вул.;3
79024;Молочна вул.;4
79024;Молочна вул.;5
79066;Монастирського вул.;3
79066;Монастирського вул.; 3а
79066;Монастирського вул.;5
79066;Монастирського вул.;7
79066;Монастирського вул.;2
79066;Монастирського вул.;4
79067;Монгольська вул.;7
79067;Монгольська вул.;9
79067;Монгольська вул.;11
79067;Монгольська вул.;13
79039;Моринецька вул.;1
79039;Моринецька вул.;3
79039;Моринецька вул.;5
79039;Моринецька вул.;7
79039;Моринецька вул.;6
79039;Моринецька вул.;8
79039;Моринецька вул.;10
79039;Моринецька вул.;12
79039;Моринецька вул.;14
79039;Моринецька вул.; 7а
79039;Моринецька вул.;2
79039;Моринецька вул.;4
79039;Моринецька вул.; 14а
79016;Морозенко вул.;24
79016;Морозенко вул.;22
79016;Морозенко вул.;20
79016;Морозенко вул.;18
79016;Морозенко вул.;16
79016;Морозенко вул.;14
79016;Морозенко вул.;12
79016;Морозенко вул.;10
79016;Морозенко вул.;8
79016;Морозенко вул.;6
79016;Морозенко вул.;5
79016;Морозенко вул.;4
79016;Морозенко вул.;2
79066;Морозна вул.;8
79066;Морозна вул.;12
79066;Морозна вул.;14
79066;Морозна вул.;19
79066;Морозна вул.; 19а
79066;Морозна вул.;21
79066;Морозна вул.; 21а
79066;Морозна вул.;27
79066;Морозна вул.;31
79066;Морозна вул.;37
79066;Морозна вул.;39
79044;Моршинська вул.;5
79044;Моршинська вул.;7
79044;Моршинська вул.;9
79044;Моршинська вул.;11
79044;Моршинська вул.;2
79044;Моршинська вул.;4
79044;Моршинська вул.;6
79044;Моршинська вул.;8
79044;Моршинська вул.;10
79044;Моршинська вул.;12
79054;Мостова вул.;24
79054;Мостова вул.;26
79054;Мостова вул.;30
79054;Мостова вул.;36
79054;Мостова вул.;38
79054;Мостова вул.;44
79054;Мостова вул.;46
79054;Мостова вул.;48
79019;Мосяжна вул.;2
79019;Мосяжна вул.;4
79052;Моторна вул.;42
79052;Моторна вул.;44
79052;Моторна вул.;46
79052;Моторна вул.;48
79052;Моторна вул.;50
79052;Моторна вул.;52
79052;Моторна вул.;54
79052;Моторна вул.;56
79052;Моторна вул.;58
79052;Моторна вул.;86
79052;Моторна вул.;88
79052;Моторна вул.;90
79052;Моторна вул.;92
79052;Моторна вул.;94
79052;Моторна вул.;96
79052;Моторна вул.;98
79052;Моторна вул.;100
79052;Моторна вул.;102
79052;Моторна вул.;104
79052;Моторна вул.;106
79052;Моторна вул.;108
79052;Моторна вул.;41
79052;Моторна вул.;43
79052;Моторна вул.;45
79052;Моторна вул.;47
79052;Моторна вул.;49
79052;Моторна вул.;51
79052;Моторна вул.;53
79052;Моторна вул.;59
79052;Моторна вул.;61
79052;Моторна вул.;63
79052;Моторна вул.;65
79052;Моторна вул.;67
79052;Моторна вул.;69
79052;Моторна вул.;71
79052;Моторна вул.;73
79052;Моторна вул.;75
79052;Моторна вул.;77
79052;Моторна вул.;79
79052;Моторна вул.;81
79069;Моха вул.;1
79069;Моха вул.;2
79069;Моха вул.;3
79069;Моха вул.;4
79069;Моха вул.;5
79069;Моха вул.;6
79069;Моха вул.;7
79069;Моха вул.;8
79069;Моха вул.;9
79069;Моха вул.;10
79069;Моха вул.;11
79069;Моха вул.;12
79069;Моха вул.;13
79069;Моха вул.;14
79069;Моха вул.;15
79069;Моха вул.;16
79069;Моха вул.;17
79069;Моха вул.;18
79053;Музики вул.;34
79053;Музики вул.;36
79053;Музики вул.;33
79053;Музики вул.;34
79053;Музики вул.;35
79053;Музики вул.;36
79053;Музики вул.;37
79053;Музики вул.;38
79053;Музики вул.;39
79053;Музики вул.;40
79053;Музики вул.;41
79053;Музики вул.;42
79053;Музики вул.;43
79053;Музики вул.;44
79053;Музики вул.;45
79053;Музики вул.;46
79053;Музики вул.;47
79053;Музики вул.;48
79053;Музики вул.;49
79053;Музики вул.;50
79053;Музики вул.;51
79053;Музики вул.;52
79053;Музики вул.;53
79053;Музики вул.;54
79053;Музики вул.;3
79053;Музики вул.;5
79053;Музики вул.;9
79053;Музики вул.;11
79053;Музики вул.;4
79053;Музики вул.;6
79053;Музики вул.;10
79053;Музики вул.;12
79019;Мулярська вул.;2
79019;Мулярська вул.;3
79019;Мулярська вул.;7
79019;Мулярська вул.;9
79052;Мундяк вул.;1
79052;Мундяк вул.;3
79052;Мундяк вул.;4
79052;Мундяк вул.;5
79052;Мундяк вул.;8
79007;Мурави вул.;1
79007;Мурави вул.;2
79007;Мурави вул.;3
79007;Мурави вул.;4
79007;Мурави вул.;5
79007;Мурави вул.;6
79007;Мурави вул.;7
79007;Мурави вул.;8
79058;Мурашка вул.;1
79058;Мурашка вул.;2
79058;Мурашка вул.;3
79058;Мурашка вул.;4
79058;Мурашка вул.;5
79058;Мурашка вул.;6
79058;Мурашка вул.;7
79058;Мурашка вул.;8
79058;Мурашка вул.;9
79058;Мурашка вул.;10
79037;Мурована вул.;1
79037;Мурована вул.;2
79037;Мурована вул.;3
79037;Мурована вул.;4
79037;Мурована вул.;5
79037;Мурована вул.;6
79037;Мурована вул.;7
79037;Мурована вул.;8
79014;Мучна вул.;2
79014;Мучна вул.;4
79014;Мучна вул.;6
79014;Мучна вул.;8
79014;Мучна вул.;10
79014;Мучна вул.;12
79014;Мучна вул.;14
79014;Мучна вул.;16
79014;Мучна вул.;18
79014;Мучна вул.;20
79014;Мучна вул.;22
79014;Мучна вул.;24
79014;Мучна вул.;26
79014;Мучна вул.;28
79014;Мучна вул.;30
79014;Мучна вул.;32
79014;Мучна вул.;34
79014;Мучна вул.;36
79014;Мучна вул.;38
79014;Мучна вул.;40
79014;Мучна вул.;42
79014;Мучна вул.;44
79014;Мучна вул.;46
79014;Мучна вул.;48
79014;Мучна вул.;50
79014;Мучна вул.;52
79014;Мучна вул.;54
79014;Мучна вул.;56
79014;Мучна вул.;3
79014;Мучна вул.;5
79014;Мучна вул.;7
79014;Мучна вул.;9
79014;Мучна вул.;11
79014;Мучна вул.;13
79014;Мучна вул.;15
79014;Мучна вул.;17
79014;Мучна вул.;19
79014;Мучна вул.;21
79014;Мучна вул.;23
79014;Мучна вул.;25
79014;Мучна вул.;27
79014;Мучна вул.;29
79014;Мучна вул.;31
79014;Мучна вул.;33
79014;Мучна вул.;35
79014;Мучна вул.;37
79014;Мучна вул.;39
79014;Мучна вул.;41
79014;Мучна вул.;43
79014;Мучна вул.;45
79014;Мучна вул.;47
79014;Мучна вул.;49
79014;Мучна вул.;51
79014;Мучна вул.;53
79011;Мушака вул.;22
79011;Мушака вул.;24
79011;Мушака вул.;26
79011;Мушака вул.;28
79011;Мушака вул.;30
79011;Мушака вул.;32
79011;Мушака вул.;34
79011;Мушака вул.;36
79011;Мушака вул.;38
79011;Мушака вул.;40
79011;Мушака вул.;42
79011;Мушака вул.;44
79011;Мушака вул.;46
79011;Мушака вул.;48
79011;Мушака вул.;50
79011;Мушака вул.;52
79011;Мушака вул.;54
79020;На нивах вул.;2
79020;На нивах вул.;3
79020;На нивах вул.;5
79020;На нивах вул.;6
79020;На нивах вул.;7
79020;На нивах вул.;8
79020;На нивах вул.;9
79020;На нивах вул.; 9а
79014;На Сторожі вул.;1
79014;На Сторожі вул.;2
79014;На Сторожі вул.;3
79014;На Сторожі вул.;4
79014;На Сторожі вул.;5
79014;На Сторожі вул.;6
79014;На Сторожі вул.;7
79014;На Сторожі вул.;8
79014;На Сторожі вул.;9
79014;На Сторожі вул.;10
79014;На Сторожі вул.;11
79014;На Сторожі вул.;12
79014;На Сторожі вул.;13
79014;На Сторожі вул.;14
79014;На Сторожі вул.;15
79014;На Сторожі вул.;16
79014;На Сторожі вул.;17
79014;На Сторожі вул.;18
79014;На Сторожі вул.;19
79014;На Сторожі вул.;20
79014;На Сторожі вул.;21
79014;На Сторожі вул.;22
79014;На Сторожі вул.;23
79014;На Сторожі вул.;24
79014;На Сторожі вул.;25
79014;На Сторожі вул.;26
79014;На Сторожі вул.;27
79014;На Сторожі вул.;28
79014;На Сторожі вул.;29
79014;На Сторожі вул.;30
79014;На Сторожі вул.;31
79014;На Сторожі вул.;32
79014;На Сторожі вул.;33
79014;На Сторожі вул.;34
79014;На Сторожі вул.;35
79014;На Сторожі вул.;36
79014;На Сторожі вул.;37
79014;На Сторожі вул.;38
79014;На Сторожі вул.;39
79014;На Сторожі вул.;40
79014;На Сторожі вул.;41
79014;На Сторожі вул.;42
79014;На Сторожі вул.;43
79014;На Сторожі вул.;44
79014;На Сторожі вул.;45
79014;На Сторожі вул.;46
79014;На Сторожі вул.;47
79014;На Сторожі вул.;48
79014;На Сторожі вул.;49
79014;На Сторожі вул.;50
79014;На Сторожі вул.;51
79014;На Сторожі вул.;52
79014;На Сторожі вул.;53
79014;На Сторожі вул.;54
79014;На Сторожі вул.;55
79014;На Сторожі вул.;56
79014;На Сторожі вул.;57
79014;На Сторожі вул.;58
79014;На Сторожі вул.;59
79014;На Сторожі вул.;60
79014;На Сторожі вул.;61
79014;На Сторожі вул.;62
79014;На Сторожі вул.;63
79014;На Сторожі вул.;64
79014;На Сторожі вул.;65
79052;На четвертях вул.;1
79052;На четвертях вул.;2
79052;На четвертях вул.;3
79052;На четвертях вул.;4
79052;На четвертях вул.;5
79052;На четвертях вул.;6
79052;На четвертях вул.;7
79052;На четвертях вул.;8
79052;На четвертях вул.;9
79052;На четвертях вул.;10
79052;На четвертях вул.;11
79052;На четвертях вул.;12
79052;На четвертях вул.;13
79052;На четвертях вул.;14
79067;Навколишня вул.;1
79067;Навколишня вул.;3
79067;Навколишня вул.;5
79067;Навколишня вул.;7
79067;Навколишня вул.;9
79067;Навколишня вул.;11
79067;Навколишня вул.;13
79067;Навколишня вул.;15
79067;Навколишня вул.;17
79067;Навколишня вул.;19
79067;Навколишня вул.;21
79067;Навколишня вул.;23
79067;Навколишня вул.;25
79067;Навколишня вул.;27
79067;Навколишня вул.;29
79067;Навколишня вул.;31
79067;Навколишня вул.;2
79067;Навколишня вул.;4
79067;Навколишня вул.;6
79067;Навколишня вул.;8
79067;Навколишня вул.;10
79067;Навколишня вул.;12
79067;Навколишня вул.;14
79067;Навколишня вул.;16
79067;Навколишня вул.;18
79067;Навколишня вул.;20
79067;Навколишня вул.;22
79034;Навроцького вул.;23
79034;Навроцького вул.;25
79034;Навроцького вул.;27
79034;Навроцького вул.;2
79034;Навроцького вул.;4
79034;Навроцького вул.;6
79034;Навроцького вул.; 6а
79034;Навроцького вул.; 6б
79034;Навроцького вул.;8
79034;Навроцького вул.;10
79034;Навроцького вул.;33
79034;Навроцького вул.; 33а
79034;Навроцького вул.; 33б
79034;Навроцького вул.;21
79034;Навроцького вул.;69
79034;Навроцького вул.;1
79034;Навроцького вул.;3
79034;Навроцького вул.;4
79034;Навроцького вул.;5
79034;Навроцького вул.;7
79034;Навроцького вул.;9
79034;Навроцького вул.; 9а
79034;Навроцького вул.;13
79034;Навроцького вул.;21
79034;Навроцького вул.;23
79037;Нагірна вул.;1
79037;Нагірна вул.;2
79037;Нагірна вул.;3
79037;Нагірна вул.;4
79037;Нагірна вул.;5
79037;Нагірна вул.;6
79037;Нагірна вул.;7
79037;Нагірна вул.;8
79037;Нагірна вул.;9
79037;Нагірна вул.;10
79037;Нагірна вул.;11
79057;Нагірних вул.;3
79057;Нагірних вул.;4
79057;Нагірних вул.;5
79057;Нагірних вул.;6
79057;Нагірних вул.;7
79057;Нагірних вул.;8
79057;Нагірних вул.;9
79057;Нагірних вул.;10
79057;Нагірних вул.;11
79057;Нагірних вул.;12
79057;Нагірних вул.;13
79057;Нагірних вул.;14
79057;Нагірних вул.;15
79057;Нагірних вул.;16
79057;Нагірних вул.;17
79057;Нагірних вул.;18
79057;Нагірних вул.;19
79057;Нагірних вул.;20
79057;Нагірних вул.;21
79057;Нагірних вул.;22
79057;Нагірних вул.;23
79057;Нагірних вул.;24
79057;Нагірних вул.;25
79057;Нагірних вул.;26
79057;Нагірних вул.;27
79057;Нагірних вул.;28
79057;Нагірних вул.;29
79057;Нагірних вул.;30
79057;Нагірних вул.;31
79057;Нагірних вул.;32
79066;Надійна вул.;1
79066;Надійна вул.;2
79066;Надійна вул.;3
79066;Надійна вул.;4
79066;Надійна вул.;5
79066;Надійна вул.;6
79066;Надійна вул.;7
79067;Надярна вул.;3
79067;Надярна вул.;2
79067;Надярна вул.;6
79067;Надярна вул.;8
79037;Назарука вул.;1
79037;Назарука вул.;2
79037;Назарука вул.;3
79037;Назарука вул.;4
79037;Назарука вул.;5
79037;Назарука вул.;6
79037;Назарука вул.;7
79037;Назарука вул.;8
79037;Назарука вул.;9
79007;Наливайка вул.;1
79007;Наливайка вул.;2
79007;Наливайка вул.;3
79007;Наливайка вул.;4
79007;Наливайка вул.;5
79007;Наливайка вул.;6
79007;Наливайка вул.;7
79007;Наливайка вул.;8
79007;Наливайка вул.;9
79007;Наливайка вул.;10
79007;Наливайка вул.;11
79007;Наливайка вул.;12
79007;Наливайка вул.;13
79007;Наливайка вул.;14
79007;Наливайка вул.;15
79007;Наливайка вул.;16
79007;Наливайка вул.;17
79007;Наливайка вул.;18
79007;Наливайка вул.;19
79007;Наливайка вул.;20
79007;Наливайка вул.;21
79007;Наливайка вул.;22
79007;Наливайка вул.;23
79007;Наливайка вул.;24
79007;Наливайка вул.;25
79007;Наливайка вул.;26
79007;Наливайка вул.;27
79007;Наливайка вул.;28
79007;Наливайка вул.;29
79007;Наливайка вул.;30
79007;Наливайка вул.;31
79007;Наливайка вул.;32
79039;Нарбута вул.;1
79039;Нарбута вул.;2
79039;Нарбута вул.;3
79039;Нарбута вул.;4
79039;Нарбута вул.;5
79039;Нарбута вул.;6
79039;Нарбута вул.;7
79039;Нарбута вул.;8
79039;Нарбута вул.;9
79039;Нарбута вул.;10
79039;Нарбута вул.;11
79039;Нарбута вул.;12
79039;Нарбута вул.;13
79039;Нарбута вул.;14
79039;Нарбута вул.;15
79015;Народна вул.;4
79015;Народна вул.;6
79015;Народна вул.;10
79015;Народна вул.;12
79015;Народна вул.; 12а
79015;Народна вул.;14
79015;Народна вул.;16
79015;Народна вул.;18
79015;Народна вул.; 18а
79015;Народна вул.;20
79015;Народна вул.; 20а
79069;Нарцисова вул.;1
79069;Нарцисова вул.;2
79069;Нарцисова вул.;3
79069;Нарцисова вул.;4
79069;Нарцисова вул.;5
79069;Нарцисова вул.;6
79069;Нарцисова вул.;7
79069;Нарцисова вул.;8
79054;Насінна вул.;3
79054;Насінна вул.;7
79054;Насінна вул.;9
79054;Насінна вул.;11
79054;Насінна вул.; 11а
79054;Насінна вул.;13
79054;Насінна вул.;15
79067;Наступальна вул.;1
79067;Наступальна вул.;3
79067;Наступальна вул.;5
79067;Наступальна вул.;7
79067;Наступальна вул.;9
79067;Наступальна вул.;11
79053;Наукова вул.;2
79053;Наукова вул.;4
79053;Наукова вул.; 4а
79053;Наукова вул.;6
79053;Наукова вул.; 6а
79053;Наукова вул.;8
79053;Наукова вул.; 8а
79053;Наукова вул.;12
79053;Наукова вул.; 12а
79053;Наукова вул.;28
79053;Наукова вул.; 28а
79053;Наукова вул.;10
79053;Наукова вул.; 10а
79060;Наукова вул.;16
79060;Наукова вул.;18
79060;Наукова вул.;20
79060;Наукова вул.;22
79060;Наукова вул.;24
79060;Наукова вул.;26
79060;Наукова вул.;30
79060;Наукова вул.;32
79060;Наукова вул.; 32а
79060;Наукова вул.;34
79060;Наукова вул.;44
79060;Наукова вул.;46
79060;Наукова вул.; 3а
79060;Наукова вул.; 3б
79060;Наукова вул.;7
79060;Наукова вул.; 7б
79060;Наукова вул.; 7а
79060;Наукова вул.; 7б
79060;Наукова вул.;58
79060;Наукова вул.;56
79060;Наукова вул.;54
79060;Наукова вул.;48
79060;Наукова вул.;50
79060;Наукова вул.;52
79060;Наукова вул.;82
79060;Наукова вул.;66
79060;Наукова вул.;68
79060;Наукова вул.;76
79060;Наукова вул.;86
79060;Наукова вул.;110
79060;Наукова вул.;102
79060;Наукова вул.;104
79060;Наукова вул.;106
79060;Наукова вул.;100
79060;Наукова вул.;60
79060;Наукова вул.;90
79060;Наукова вул.;92
79060;Наукова вул.;62
79060;Наукова вул.;64
79060;Наукова вул.;74
79060;Наукова вул.;94
79060;Наукова вул.;96
79060;Наукова вул.;49
79060;Наукова вул.; 49а
79060;Наукова вул.;43
79060;Наукова вул.;29
79060;Наукова вул.;39
79060;Наукова вул.;41
79060;Наукова вул.;31
79060;Наукова вул.;33
79060;Наукова вул.; 96а
79060;Наукова вул.; 96б
79060;Наукова вул.;9
79060;Наукова вул.;11
79060;Наукова вул.;13
79060;Наукова вул.;15
79060;Наукова вул.;19
79060;Наукова вул.;21
79060;Наукова вул.;23
79060;Наукова вул.;37
79060;Наукова вул.; 35а
79060;Наукова вул.;25
79060;Наукова вул.; 29а
79071;Наукова вул.;116
79071;Наукова вул.;53
79071;Наукова вул.;55
79071;Наукова вул.;57
79071;Наукова вул.;59
79071;Наукова вул.;61
79071;Наукова вул.;112
79071;Наукова вул.;114
79024;Нафтова вул.;1
79024;Нафтова вул.;2
79024;Нафтова вул.;3
79024;Нафтова вул.;4
79024;Нафтова вул.;5
79024;Нафтова вул.;6
79024;Нафтова вул.;7
